"","1001","1002","from-internal","""karthik"" <1001>","SIP/1001-00000001","","Dial","SIP/1002,,trIb(func-apply-sipheaders^s^1)","2022-06-17 04:13:34",,"2022-06-17 04:13:34",0,0,"CONGESTION","DOCUMENTATION","1655439214.5",""
"","1001","1002","from-internal","""karthik"" <1001>","SIP/1001-00000002","SIP/1002-00000003","Dial","SIP/1002,,trIb(func-apply-sipheaders^s^1)","2022-06-17 04:15:03","2022-06-17 04:15:08","2022-06-17 04:15:28",24,19,"ANSWERED","DOCUMENTATION","1655439303.12",""
"","1002","1002","from-internal","""ram"" <1002>","SIP/1002-00000004","SIP/1002-00000005","Dial","SIP/1002,,trIb(func-apply-sipheaders^s^1)","2022-06-17 04:16:55",,"2022-06-17 04:16:55",0,0,"BUSY","DOCUMENTATION","1655439415.29",""
"","1002","1002","from-internal","""ram"" <1002>","SIP/1002-00000004","","Busy","20","2022-06-17 04:16:55",,"2022-06-17 04:16:55",0,0,"BUSY","DOCUMENTATION","1655439415.29",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000006","SIP/1001-00000007","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 04:17:02",,"2022-06-17 04:17:25",22,0,"BUSY","DOCUMENTATION","1655439422.42",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000006","","Busy","20","2022-06-17 04:17:25",,"2022-06-17 04:17:25",0,0,"BUSY","DOCUMENTATION","1655439422.42",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000008","SIP/1001-00000009","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:09",,"2022-06-17 06:27:14",4,0,"NO ANSWER","DOCUMENTATION","1655447229.55",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000008","Local/1001@from-internal-00000000;1","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:14",,"2022-06-17 06:27:19",5,0,"BUSY","DOCUMENTATION","1655447229.55",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000008","","Busy","20","2022-06-17 06:27:19",,"2022-06-17 06:27:19",0,0,"BUSY","DOCUMENTATION","1655447229.55",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000001;2","SIP/1001-0000000b","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:16",,"2022-06-17 06:27:17",1,0,"NO ANSWER","DOCUMENTATION","1655447236.69",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000001;2","Local/1001@from-internal-00000002;1","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:17",,"2022-06-17 06:27:19",2,0,"BUSY","DOCUMENTATION","1655447236.69",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000001;2","","Busy","20","2022-06-17 06:27:19",,"2022-06-17 06:27:19",0,0,"BUSY","DOCUMENTATION","1655447236.69",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000000;2","SIP/1001-0000000a","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:14",,"2022-06-17 06:27:16",2,0,"NO ANSWER","DOCUMENTATION","1655447234.60",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000000;2","Local/1001@from-internal-00000001;1","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:16",,"2022-06-17 06:27:19",3,0,"BUSY","DOCUMENTATION","1655447234.60",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000000;2","","Busy","20","2022-06-17 06:27:19",,"2022-06-17 06:27:19",0,0,"BUSY","DOCUMENTATION","1655447234.60",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000002;2","SIP/1001-0000000c","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:17",,"2022-06-17 06:27:19",2,0,"BUSY","DOCUMENTATION","1655447237.78",""
"","1002","1001","from-internal","""ram"" <1002>","Local/1001@from-internal-00000002;2","","Busy","20","2022-06-17 06:27:19",,"2022-06-17 06:27:19",0,0,"BUSY","DOCUMENTATION","1655447237.78",""
"","1001","1002","from-internal","""karthik"" <1001>","SIP/1001-0000000d","SIP/1002-0000000e","Dial","SIP/1002,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:27",,"2022-06-17 06:27:39",12,0,"BUSY","DOCUMENTATION","1655447247.125",""
"","1001","1002","from-internal","""karthik"" <1001>","SIP/1001-0000000d","","Busy","20","2022-06-17 06:27:39",,"2022-06-17 06:27:39",0,0,"BUSY","DOCUMENTATION","1655447247.125",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-0000000f","SIP/1001-00000010","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-17 06:27:49","2022-06-17 06:27:58","2022-06-17 06:28:26",37,27,"ANSWERED","DOCUMENTATION","1655447269.138",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000000","","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-20 10:08:06",,"2022-06-20 10:08:06",0,0,"CONGESTION","DOCUMENTATION","1655719686.0",""
"","1002","1002","from-internal","""ram"" <1002>","SIP/1002-00000001","SIP/1002-00000002","Dial","SIP/1002,,trIb(func-apply-sipheaders^s^1)","2022-06-20 10:08:18",,"2022-06-20 10:08:18",0,0,"BUSY","DOCUMENTATION","1655719698.7",""
"","1002","1002","from-internal","""ram"" <1002>","SIP/1002-00000001","","Busy","20","2022-06-20 10:08:18",,"2022-06-20 10:08:19",0,0,"BUSY","DOCUMENTATION","1655719698.7",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000003","","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-20 10:08:28",,"2022-06-20 10:08:28",0,0,"CONGESTION","DOCUMENTATION","1655719708.20",""
"","1002","1001","from-internal","""ram"" <1002>","SIP/1002-00000004","SIP/1001-00000005","Dial","SIP/1001,,trIb(func-apply-sipheaders^s^1)","2022-06-20 10:08:53",,"2022-06-20 10:09:12",19,0,"NO ANSWER","DOCUMENTATION","1655719733.27",""
